name,oldest_mya,youngest_mya,lat,lng,country_code
Chaoyangsaurus youngi,152.21,132.6,42.93,123.97,CN
Protarchaeopteryx robusta,125.77,119.57,41.8,120.73,CN
Caudipteryx zoui,125.77,119.57,41.8,120.73,CN
Gorgosaurus libratus,83.6,72.2,50.74,-111.53,CA
Gorgosaurus libratus,83.6,72.2,50.74,-111.55,CA
Centrosaurus apertus,83.6,72.2,50.74,-111.53,CA
Gorgosaurus libratus,83.6,72.2,50.72,-111.56,CA
Gorgosaurus libratus,83.6,72.2,50.74,-111.53,CA
Gorgosaurus libratus,83.6,72.2,50.79,-111.6,CA
Albertosaurus sarcophagus,72.2,66.0,51.8,-112.98,CA
Albertosaurus sarcophagus,72.2,66.0,51.82,-112.98,CA
Albertosaurus sarcophagus,72.2,66.0,51.54,-112.82,CA
Albertosaurus sarcophagus,72.2,66.0,51.47,-112.84,CA
Albertosaurus sarcophagus,72.2,66.0,51.44,-112.7,CA
Isisaurus colberti,72.2,66.0,21.18,80.37,IN
Daspletosaurus torosus,83.6,72.2,49.08,-110.68,CA
Daspletosaurus torosus,83.6,72.2,50.75,-111.49,CA
Albertosaurus sarcophagus,72.2,66.0,51.93,-112.93,CA
Tyrannosaurus rex,72.2,66.0,51.91,-113.03,CA
Tyrannosaurus rex,72.2,66.0,51.93,-113.23,CA
Gryposaurus notabilis,83.6,72.2,50.77,-111.53,CA
Amygdalodon patagonicus,192.9,182.9,-43.97,-69.52,AR
Camarasaurus grandis,154.8,143.1,39.07,-108.7,US
Camarasaurus supremus,154.8,149.2,39.11,-108.72,US
Ankylosaurus magniventris,72.2,66.0,47.64,-106.57,US
Saurornitholestes,72.2,66.0,45.55,22.92,RO
Bistahieversor sealeyi,83.6,72.2,36.06,-107.97,US
Pachycephalosaurus wyomingensis,72.2,66.0,47.7,-106.23,US
Sonorasaurus thompsoni,106.3,93.9,31.81,-110.42,US
Mononykus olecranus,72.2,66.0,43.54,99.6,MN
Tarbosaurus bataar,72.2,66.0,43.54,99.6,MN
Allosaurus fragilis,154.8,143.1,41.89,-106.04,US
Allosaurus fragilis,154.8,143.1,42.04,-106.39,US
Allosaurus fragilis,154.8,143.1,42.04,-106.39,US
Diplodocus,154.8,143.1,42.04,-106.39,US
Stegosaurus,154.8,143.1,42.04,-106.39,US
Camarasaurus grandis,154.8,143.1,42.04,-106.39,US
Allosaurus fragilis,154.8,143.1,42.04,-106.39,US
Hypsilophodon,125.77,119.57,50.65,-1.47,UK
Lewisuchus admixtus,241.464,237.0,-29.82,-67.82,AR
Scutellosaurus lawleri,199.5,184.2,35.68,-111.03,US
Scutellosaurus lawleri,199.5,184.2,35.74,-111.07,US
Orodromeus makelai,83.6,72.2,47.81,-112.18,US
Goyocephale lattimorei,85.7,66.0,48.58,102.07,MN
Efraasia minor,227.3,205.7,49.02,8.98,DE
Tethyshadros insularis,83.6,72.2,45.78,13.59,IT
Ichthyornis dispar,89.8,83.6,39.0,-101.0,US
Hesperornis,89.8,83.6,39.0,-101.0,US
Alexornis antecedens,85.7,83.6,30.05,-115.73,MX
Massospondylus carinatus,201.4,192.9,-28.51,28.62,ZA
Massospondylus,201.4,192.9,-28.51,28.62,ZA
Amargasaurus cazaui,125.77,121.4,-39.48,-70.19,AR
Telmatosaurus transsylvanicus,72.2,66.0,45.6,22.85,RO
Owenodon,143.1,137.05,46.95,22.4,RO
Owenodon,143.1,137.05,46.95,22.4,RO
Styracosaurus albertensis,83.6,72.2,50.74,-111.57,CA
Centrosaurus apertus,83.6,72.2,50.73,-111.8,CA
Apatosaurus louisae,154.8,143.1,39.65,-105.19,US
Diplodocus carnegii,154.8,143.1,42.15,-105.92,US
Patagopteryx deferrariisi,85.7,83.6,-38.95,-68.23,AR
Neuquenornis volans,85.7,83.6,-38.95,-68.23,AR
Dilophosaurus wetherilli,199.5,184.2,36.15,-110.32,US
Dilophosaurus wetherilli,199.5,184.2,36.1,-110.3,US
Graciliceratops mongoliensis,100.5,83.6,43.94,101.33,MN
Bagaceratops rozhdestvenskyi,83.6,72.2,43.25,99.75,MN
Gobipteryx minuta,83.6,72.2,43.49,101.12,MN
Eolambia caroljonesa,100.5,93.9,38.8,-111.17,US
Iguanodon bernissartensis,125.77,119.57,50.48,3.65,BE
Diplodocus longus,154.8,143.1,42.02,-106.05,US
Camarasaurus,154.8,143.1,42.02,-106.05,US
Stegosaurus stenops,154.8,143.1,42.02,-106.05,US
Brontosaurus excelsus,154.8,143.1,42.02,-106.05,US
Allosaurus fragilis,154.8,143.1,42.02,-106.05,US
Camarasaurus lentus,152.21,149.2,43.38,-108.12,US
Prosaurolophus maximus,83.6,72.2,48.63,-113.75,US
Maiasaura peeblesorum,83.6,72.2,48.63,-113.75,US
Orodromeus makelai,83.6,72.2,48.63,-113.75,US
Nodosaurus,83.6,72.2,50.73,-111.53,CA
Chasmosaurus,83.6,72.2,50.73,-111.51,CA
Tyrannosaurus rex,83.6,72.2,50.73,-111.52,CA
Centrosaurus apertus,83.6,72.2,50.73,-111.52,CA
Velociraptor,83.6,72.2,50.73,-111.52,CA
Chasmosaurus,83.6,72.2,50.75,-111.48,CA
Gorgosaurus libratus,83.6,72.2,50.75,-111.48,CA
Megapnosaurus rhodesiensis,201.4,192.9,-16.22,30.1,ZW
Kotasaurus yamanpalliensis,199.5,184.2,19.11,79.85,IN
Diplodocus,152.21,143.1,43.63,-108.2,US
Camarasaurus,152.21,143.1,43.63,-108.2,US
Stegosaurus,152.21,143.1,43.63,-108.2,US
Allosaurus,152.21,143.1,43.63,-108.2,US
Camptosaurus,152.21,143.1,43.63,-108.2,US
Barosaurus,152.21,143.1,43.63,-108.2,US
Plateosaurus trossingensis,227.3,205.7,47.5,8.02,CH
Liliensternus,227.3,205.7,47.5,8.02,CH
Plateosaurus trossingensis,227.3,205.7,48.07,8.65,DE
Liliensternus,227.3,205.7,48.07,8.65,DE
Liliensternus,205.7,201.4,51.9,11.07,DE
Velociraptor mongoliensis,83.6,72.2,44.25,103.33,MN
Protoceratops andrewsi,83.6,72.2,44.25,103.33,MN
Hypsilophodon foxii,125.77,121.4,50.7,-1.25,UK
Prosaurolophus maximus,83.6,72.2,48.63,-113.75,US
Hypacrosaurus stebingeri,83.6,72.2,48.63,-113.75,US
Gryposaurus,83.6,72.2,48.63,-113.75,US
Troodon formosus,83.6,72.2,48.63,-113.75,US
Daspletosaurus horneri,83.6,72.2,48.63,-113.75,US
Maiasaura peeblesorum,83.6,72.2,48.48,-112.7,US
Pachyrhinosaurus lakustai,83.6,72.2,55.06,-119.11,CA
Allosaurus,149.2,143.1,40.42,-109.21,US
Diplodocus,149.2,143.1,40.42,-109.21,US
Stegosaurus,149.2,143.1,40.42,-109.21,US
Dryosaurus,149.2,143.1,40.42,-109.21,US
Camptosaurus,149.2,143.1,40.42,-109.21,US
Convolosaurus marri,119.57,113.2,31.97,-98.48,US
Iguanodon bernissartensis,125.77,119.57,51.43,8.63,DE
Mantellisaurus atherfieldensis,125.77,119.57,51.43,8.63,DE
Iguanodon bernissartensis,125.77,119.57,51.43,8.63,DE
Styracosaurus albertensis,83.6,72.2,50.74,-111.49,CA
Centrosaurus apertus,83.6,72.2,50.75,-111.48,CA
Diplodocus longus,149.2,145.06,40.44,-109.3,US
Apatosaurus,149.2,145.06,40.44,-109.3,US
Camarasaurus,149.2,145.06,40.44,-109.3,US
Stegosaurus,149.2,145.06,40.44,-109.3,US
Hypacrosaurus stebingeri,83.6,72.2,48.63,-113.75,US
Prosaurolophus maximus,83.6,72.2,48.91,-112.64,US
Einiosaurus procurvicornis,83.6,72.2,48.97,-112.65,US
Einiosaurus procurvicornis,83.6,72.2,48.97,-112.65,US
Agujaceratops mariscalensis,83.6,72.2,29.14,-103.2,US
Potamornis skutchi,72.2,66.0,43.12,-104.64,US
Sauroposeidon proteles,121.4,100.5,34.16,-95.82,US
Dromaeosaurus albertensis,83.6,72.2,46.47,-109.3,US
Saurornitholestes langstoni,83.6,72.2,46.47,-109.3,US
Troodon formosus,83.6,72.2,46.47,-109.3,US
Richardoestesia gilmorei,83.6,72.2,46.47,-109.3,US
Dromaeosaurus albertensis,83.6,72.2,46.46,-109.41,US
Saurornitholestes langstoni,83.6,72.2,46.46,-109.41,US
Troodon formosus,83.6,72.2,46.46,-109.41,US
Richardoestesia gilmorei,83.6,72.2,46.46,-109.41,US
Avaceratops lammersi,83.6,72.2,46.46,-109.41,US
Latirhinus uitstlani,83.6,72.2,25.47,-101.7,MX
Edmontosaurus annectens,72.2,66.0,47.68,-106.43,US
Edmontosaurus annectens,72.2,66.0,45.14,-102.5,US
Dryptosaurus,83.6,72.2,40.3,-74.3,US
Hadrosaurus,83.6,72.2,40.3,-74.3,US
Triceratops prorsus,72.2,66.0,46.47,-104.02,US
Emausaurus ernsti,184.2,182.9,54.13,13.05,DE
Mamenchisaurus constructus,154.8,143.1,28.7,104.52,CN
Eoraptor lunensis,233.6,227.3,-31.1,-68.9,AR
Herrerasaurus ischigualastensis,233.6,227.3,-31.1,-68.9,AR
Herrerasaurus ischigualastensis,237.0,227.3,-30.13,-68.28,AR
Protohadros byrdi,100.5,93.9,33.01,-97.1,US
Vagaceratops irvinensis,83.6,72.2,49.95,-110.27,CA
Vagaceratops irvinensis,83.6,72.2,50.73,-111.3,CA
Iguanodon,125.77,119.57,50.62,-1.37,UK
Mantellisaurus atherfieldensis,125.77,119.57,50.62,-1.35,UK
Haestasaurus becklesii,139.1,132.6,50.85,0.6,UK
Wannanosaurus yansiensis,72.2,66.0,29.82,118.34,CN
Menefeeceratops sealeyi,83.6,72.2,35.7,-107.2,US
Saurornitholestes,83.6,72.2,35.7,-107.2,US
Agujaceratops mavericus,83.6,72.2,29.2,-103.55,US
Vorona berivotrensis,72.2,66.0,-15.9,46.58,MG
Tenontosaurus tilletti,110.1,93.9,45.44,-108.14,US
Tenontosaurus tilletti,121.4,110.1,45.44,-108.16,US
Sinosaurus triassicus,201.4,192.9,24.67,102.59,CN
Yunnanosaurus,201.4,192.9,24.67,102.59,CN
Tameryraptor markgrafi,100.5,93.9,28.33,29.12,EG
Spinosaurus aegyptiacus,100.5,93.9,28.43,28.91,EG
Carcharodontosaurus saharicus,143.1,100.5,28.5,9.57,DZ
Carcharodontosaurus saharicus,143.1,100.5,27.03,1.08,DZ
Acrocanthosaurus atokensis,121.4,113.2,33.9,-94.83,US
Acrocanthosaurus atokensis,121.4,113.2,34.18,-95.81,US
Acrocanthosaurus atokensis,121.4,113.2,34.18,-95.79,US
Carcharodontosaurus saharicus,113.2,93.9,28.15,8.18,DZ
Carcharodontosaurus saharicus,121.4,113.2,16.63,9.51,NE
Carcharodontosaurus saharicus,113.2,100.5,16.13,10.22,NE
Carcharodontosaurus saharicus,113.2,100.5,16.45,9.23,NE
Carcharodontosaurus saharicus,119.57,110.1,32.95,10.28,TN
Bahariasaurus ingens,113.2,93.9,16.79,5.85,NE
Aegyptosaurus baharijensis,113.2,93.9,16.79,5.85,NE
Bahariasaurus ingens,106.3,93.9,17.71,5.8,NE
Carcharodontosaurus saharicus,106.3,93.9,17.71,5.8,NE
Spinostropheus gautieri,106.3,93.9,17.71,5.8,NE
Aegyptosaurus baharijensis,106.3,93.9,17.71,5.8,NE
Aegyptosaurus baharijensis,143.1,132.6,16.8,6.93,NE
Spinostropheus gautieri,143.1,121.4,19.32,6.38,NE
Carcharodontosaurus saharicus,143.1,121.4,19.32,6.38,NE
Agnosphitys cromhallensis,237.0,227.3,51.62,-2.43,UK
Segisaurus halli,192.9,174.7,36.78,-110.53,US
Saturnalia tupiniquim,237.0,205.7,-29.67,-53.75,BR
Deltadromeus agilis,100.5,93.9,30.51,-4.84,MA
Rebbachisaurus garasbae,100.5,93.9,30.51,-4.84,MA
Spinosaurus aegyptiacus,100.5,93.9,30.51,-4.84,MA
Carcharodontosaurus saharicus,121.4,100.5,17.97,9.54,NE
Ouranosaurus nigeriensis,113.2,100.5,32.27,10.33,TN
Polacanthus foxii,125.77,119.57,50.66,-1.47,UK
Carnotaurus sastrei,72.2,66.0,-43.0,-67.55,AR
Saurornitholestes,83.6,72.2,48.65,-112.97,US
Troodon formosus,83.6,72.2,48.65,-112.97,US
Orodromeus makelai,83.6,72.2,48.65,-112.97,US
Psittacosaurus,125.77,119.57,41.8,120.73,CN
Scelidosaurus,205.7,192.9,50.75,-2.92,UK
Lewisuchus admixtus,239.48,72.2,-29.85,-67.78,AR
Lametasaurus indicus,72.2,66.0,23.17,79.97,IN
Indosuchus raptorius,72.2,66.0,23.17,79.97,IN
Indosaurus matleyi,72.2,66.0,23.17,79.97,IN
Laevisuchus indicus,72.2,66.0,23.17,79.97,IN
Laevisuchus indicus,72.2,66.0,23.17,79.97,IN
Jainosaurus septentrionalis,72.2,66.0,23.17,79.97,IN
Pisanosaurus mertii,233.6,227.3,-30.0,-68.0,AR
Edmontosaurus annectens,72.2,66.0,43.49,-104.46,US
Troodon,72.2,66.0,43.49,-104.46,US
Tyrannosaurus rex,72.2,66.0,43.49,-104.46,US
Nanotyrannus,72.2,66.0,43.49,-104.46,US
Acheroraptor,72.2,66.0,43.49,-104.46,US
Richardoestesia,72.2,66.0,43.49,-104.46,US
Dromaeosaurus,72.2,66.0,43.49,-104.46,US
Gryposaurus,83.6,72.2,45.82,-109.13,US
Panoplosaurus,83.6,72.2,45.82,-109.13,US
Maiasaura peeblesorum,83.6,72.2,47.77,-112.29,US
Brachylophosaurus canadensis,83.6,72.2,48.95,-110.62,US
Troodon formosus,83.6,72.2,47.81,-112.18,US
Hylaeosaurus,132.6,119.57,50.63,-1.38,UK
Cumnoria prestwichii,152.21,149.2,51.74,-1.31,UK
Hypsilophodon foxii,125.77,121.4,50.62,-1.37,UK
Iguanodon,132.6,119.57,50.63,-1.38,UK
Duriatitan humerocristatus,152.21,149.2,50.59,-2.47,UK
Ornithopsis hulkei,132.6,119.57,50.64,-1.42,UK
Polacanthus foxii,125.77,121.4,50.62,-1.38,UK
Histriasaurus boscarollii,132.6,121.4,45.04,13.78,HR
Plateosaurus longiceps,227.3,205.7,71.83,-23.51,GL
Issi saaneq,227.3,205.7,71.38,-22.57,GL
Parvicursor remotus,83.6,72.2,43.47,101.52,MN
Pantydraco caducus,237.0,227.3,51.46,-3.38,UK
Utahraptor ostrommaysi,137.05,132.6,38.83,-109.57,US
Gastonia burgei,137.05,132.6,38.83,-109.57,US
Utahraptor ostrommaysi,137.05,132.6,38.72,-109.69,US
Moabosaurus utahensis,137.05,132.6,38.72,-109.69,US
Moabosaurus utahensis,137.05,132.6,38.72,-109.69,US
Gastonia burgei,137.05,132.6,38.72,-109.69,US
Eolambia caroljonesa,121.4,100.5,39.16,-110.86,US
Animantarx ramaljonesi,121.4,100.5,39.16,-110.86,US
Albertosaurus,72.2,66.0,43.3,-104.37,US
Paronychodon,72.2,66.0,43.3,-104.37,US
Thescelosaurus,72.2,66.0,43.3,-104.37,US
Edmontosaurus,72.2,66.0,43.3,-104.37,US
Triceratops,72.2,66.0,43.3,-104.37,US
Saurornitholestes langstoni,83.6,72.2,29.32,-103.52,US
Richardoestesia gilmorei,83.6,72.2,29.32,-103.52,US
Tenontosaurus,119.57,110.1,33.28,-97.62,US
Tenontosaurus,119.57,110.1,33.5,-97.58,US
Tyrannosaurus rex,72.2,66.0,40.39,-104.49,US
Thescelosaurus,72.2,66.0,40.39,-104.49,US
Triceratops,72.2,66.0,40.39,-104.49,US
Cetiosaurus oxoniensis,168.6,168.2,52.63,-0.67,UK
Stegopelta landerensis,100.5,93.9,42.83,-108.02,US
Epidendrosaurus ningchengensis,165.3,161.5,41.32,119.24,CN
Telmatosaurus,72.2,66.0,45.57,22.87,RO
Struthiosaurus,72.2,66.0,45.57,22.87,RO
Richardoestesia,72.2,66.0,45.57,22.87,RO
Paronychodon,72.2,66.0,45.57,22.87,RO
Paronychodon,72.2,66.0,45.57,22.87,RO
Fuscinapedis woodbinensis,100.5,93.9,33.0,-97.09,US
Iberomesornis romerali,125.77,121.4,40.06,-1.88,ES
Mirischia asymmetrica,119.57,113.2,-7.55,-40.57,BR
Irritator challengeri,119.57,113.2,-7.22,-39.27,BR
Mamenchisaurus hochuanensis,168.2,161.5,28.83,104.13,CN
Xuanhanosaurus qilixiaensis,170.9,168.2,31.42,107.63,CN
Shunosaurus lii,168.2,161.5,29.41,104.85,CN
Dystrophaeus viaemalae,157.9,154.8,38.12,-109.32,US
Diplodocus longus,152.21,145.06,38.54,-105.22,US
Claosaurus agilis,89.8,83.6,38.89,-101.1,US
Stegosaurus,152.21,145.06,39.68,-105.19,US
Coelurus,119.57,113.2,39.03,-76.87,US
Nodosaurus textilis,100.5,93.9,42.89,-105.92,US
Dubreuillosaurus valesdunensis,168.2,165.3,49.42,0.4,FR
Variraptor mechinorum,83.6,72.2,43.61,6.11,FR
Rhabdodon,83.6,72.2,43.61,6.11,FR
Variraptor mechinorum,83.6,66.0,43.53,5.57,FR
Tarascosaurus salluvicus,83.6,72.2,43.2,5.8,FR
Ilokelesia aguadagrandensis,110.1,106.3,-39.2,-69.15,AR
Quilmesaurus curriei,72.2,66.0,-39.43,-67.29,AR
Giganotosaurus carolinii,113.2,110.1,-39.52,-68.75,AR
Aucasaurus garridoi,83.6,72.2,-37.88,-68.52,AR
Piatnitzkysaurus floresi,182.9,180.4,-43.42,-69.16,AR
Patagosaurus fariasi,182.9,180.4,-43.42,-69.16,AR
Volkheimeria chubutensis,182.9,180.4,-43.42,-69.16,AR
Patagosaurus fariasi,182.9,180.4,-43.36,-69.19,AR
Anchiceratops ornatus,83.6,66.0,51.84,-112.78,CA
Rhabdodon,83.6,72.2,42.66,-2.63,ES
Lurdusaurus arenatus,113.2,100.5,16.7,9.33,NE
Lesothosaurus diagnosticus,201.4,192.9,-29.85,27.25,LS
Lesothosaurus diagnosticus,201.4,192.9,-31.29,27.75,LS
Lirainosaurus astibiae,83.6,72.2,42.66,-2.63,ES
Bactrosaurus,83.6,72.2,43.83,112.43,CN
Psittacosaurus mongoliensis,137.05,100.5,46.1,85.67,CN
Enantiornis leali,72.2,66.0,-26.07,-65.37,AR
Nuthetes destructor,143.1,139.1,50.6,-1.97,UK
Echinodon becklesii,143.1,139.1,50.6,-1.97,UK
Nuthetes destructor,143.1,139.1,50.6,-1.97,UK
Cetiosaurus,168.2,165.3,51.99,-1.8,UK
Megalosaurus,168.2,165.3,51.99,-1.8,UK
Tenontosaurus,113.2,100.5,31.84,-110.68,US
Tenontosaurus,113.2,100.5,31.84,-110.49,US
Sarcosaurus woodi,199.5,192.9,57.19,-5.9,UK
Iguanodon,121.4,119.57,38.8,-9.38,PT
Albalophosaurus yamaguchiorum,125.77,121.4,36.17,136.63,JP
Pycnonemosaurus nevesi,100.5,66.0,-15.47,-54.58,BR
Abelisaurus comahuensis,72.2,66.0,-38.76,-67.98,AR
Shamosaurus scutatus,121.4,100.5,43.88,111.43,MN
Majungasaurus crenatissimus,72.2,66.0,-15.91,46.58,MG
Traukutitan eocaudata,85.7,83.6,-38.5,-68.71,AR
Aeolosaurus,72.2,66.0,-39.3,-67.53,AR
Zupaysaurus rougieri,227.3,205.7,-29.85,-68.07,AR
Baptornis,83.6,72.2,49.12,-110.47,CA
Saurornitholestes langstoni,83.6,72.2,49.12,-110.47,CA
Saurornitholestes langstoni,83.6,72.2,49.12,-110.47,CA
Troodon formosus,83.6,72.2,49.12,-110.47,CA
Saurornitholestes langstoni,83.6,72.2,49.12,-110.47,CA
Troodon formosus,83.6,72.2,49.12,-110.47,CA
Baptornis,83.6,72.2,49.12,-110.47,CA
Baptornis,83.6,72.2,49.12,-110.47,CA
Baptornis,83.6,72.2,49.12,-110.47,CA
Saurornitholestes langstoni,83.6,72.2,49.12,-110.47,CA
Richardoestesia gilmorei,83.6,72.2,49.12,-110.47,CA
Podokesaurus holyokensis,201.4,192.9,42.26,-72.57,US
Rajasaurus narmadensis,72.2,66.0,23.06,73.34,IN
Silvisaurus condrayi,106.3,100.5,39.2,-97.45,US
Perijasaurus lapaz,180.4,170.9,10.39,-73.06,CO
Pachyrhinosaurus canadensis,83.6,66.0,51.55,-112.87,CA
Edmontosaurus,83.6,66.0,51.55,-112.87,CA
Latenivenatrix mcmasterae,83.6,72.2,50.81,-111.33,CA
Deinonychus antirrhopus,121.4,110.1,45.44,-108.16,US
Leptoceratops gracilis,72.2,66.0,44.95,-108.87,US
Ichthyornis dispar,89.8,85.7,33.54,-96.36,US
Ichthyornis dispar,83.6,72.2,30.27,-97.74,US
Ichthyornis dispar,83.6,72.2,33.47,-96.09,US
Vulcanodon karibaensis,199.5,184.2,-16.81,28.28,ZW
Massospondylus carinatus,201.4,174.7,-16.23,30.1,ZW
Megapnosaurus rhodesiensis,237.0,201.4,-19.8,28.58,ZW
Pentaceratops,83.6,72.2,36.29,-108.23,US
Albertosaurus,83.6,72.2,36.29,-108.23,US
Pentaceratops,83.6,72.2,36.27,-108.21,US
Bisticeratops froeseorum,83.6,72.2,36.31,-108.08,US
Syntarsus kayentakatae,199.5,184.2,35.69,-111.01,US
Syntarsus kayentakatae,199.5,184.2,35.69,-111.01,US
Syntarsus kayentakatae,199.5,184.2,35.68,-111.03,US
Compsognathus longipes,149.2,145.06,43.71,6.37,FR
Barapasaurus tagorei,199.5,184.2,18.85,79.97,IN
Austrosaurus mckillopi,106.3,100.5,-20.37,142.23,AU
Mendozasaurus neguyelap,89.8,85.7,-37.06,-69.38,AR
Appalachiosaurus montgomeriensis,85.7,72.2,32.16,-85.03,US
Rhabdodon,83.6,66.0,43.35,2.93,FR
Struthiosaurus austriacus,83.6,72.2,42.66,-2.63,ES
Camarasaurus lewisi,154.8,149.2,38.81,-108.39,US
Blikanasaurus cromptoni,227.3,201.4,-30.57,27.62,ZA
Massospondylus,201.4,192.9,-19.89,28.92,ZW
Thecodontosaurus,201.4,192.9,-19.89,28.92,ZW
Pawpawsaurus campbelli,106.3,100.5,32.87,-97.3,US
Chasmosaurus,83.6,72.2,50.63,-111.62,CA
Styracosaurus albertensis,83.6,72.2,50.73,-111.8,CA
Kritosaurus navajovius,83.6,72.2,36.27,-108.17,US
Monoclonius,83.6,72.2,36.27,-108.17,US
Piveteausaurus,165.3,154.8,49.3,-0.07,FR
Pinacosaurus grangeri,89.8,83.6,36.92,120.62,CN
Tanius sinensis,89.8,83.6,36.92,120.62,CN
Dryosaurus,154.8,152.21,49.53,-1.35,FR
Phuwiangosaurus sirindhornae,125.77,121.4,16.7,102.25,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.72,102.25,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.68,102.25,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.68,102.25,TH
Kinnareemimus khonkaenensis,125.77,121.4,16.68,102.25,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.68,102.25,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.68,103.57,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.7,102.25,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.7,102.25,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.54,104.14,TH
Phuwiangosaurus sirindhornae,125.77,121.4,16.43,104.09,TH
Phuwiangosaurus,125.77,121.4,17.25,102.67,TH
Siamotyrannus isanensis,125.77,121.4,16.7,102.25,TH
Allosaurus,154.8,143.1,34.94,-107.13,US
Camptosaurus,154.8,143.1,43.43,-103.69,US
Naashoibitosaurus ostromi,83.6,72.2,36.27,-108.17,US
Albertosaurus,83.6,72.2,36.27,-108.17,US
Saurornitholestes,83.6,72.2,36.27,-108.17,US
Aragosaurus ischiaticus,154.8,143.1,40.66,-0.88,ES
Gideonmantellia amosanjuanae,125.77,121.4,40.65,-0.88,ES
Abditosaurus kuehnei,72.2,66.0,42.16,0.97,ES
Hesperornis,83.6,72.2,79.75,-85.6,CA
Hesperornis,83.6,72.2,69.72,-129.0,CA
Hesperornis,83.6,66.0,69.72,-129.0,CA
Hesperornis,83.6,72.2,49.18,-98.1,CA
Paronychodon,83.6,72.2,36.49,-108.51,US
Kritosaurus navajovius,83.6,72.2,36.49,-108.51,US
Paronychodon,83.6,72.2,36.49,-108.49,US
Hesperornis regalis,83.6,72.2,53.25,-105.08,CA
Mamenchisaurus sinocanadorum,161.5,159.0,44.8,90.05,CN
Brontosaurus excelsus,154.8,143.1,39.13,-108.73,US
Ornithopsis,132.6,119.57,50.65,-1.46,UK
Saurornitholestes,83.6,72.2,47.81,-112.18,US
Daspletosaurus,83.6,72.2,47.81,-112.18,US
Melanorosaurus readi,227.3,201.4,-31.23,27.0,ZA
Massospondylus carinatus,192.9,184.2,-29.2,27.45,ZA
Melanorosaurus readi,227.3,201.4,-30.62,27.35,ZA
Hesperornis regalis,89.8,72.2,49.48,-98.44,CA
Pyroraptor olympius,72.2,66.0,42.05,-0.22,ES
Richardoestesia,72.2,66.0,42.05,-0.22,ES
Richardoestesia,72.2,66.0,42.53,1.22,ES
Richardoestesia,72.2,66.0,42.16,0.96,ES
Eucnemesaurus fortis,227.3,201.4,-28.5,28.23,ZA
Plateosauravus cullingworthi,227.3,205.7,-30.53,27.42,ZA
Plateosauravus cullingworthi,227.3,201.4,-30.7,27.23,ZA
Massospondylus carinatus,201.4,192.9,-28.52,29.17,ZA
Hesperornis regalis,83.6,72.2,49.22,-98.2,CA
Massospondylus carinatus,192.9,184.2,-28.52,27.93,ZA
Euhelopus,121.4,100.5,41.81,121.99,CN
Opisthocoelicaudia skarzynskii,72.2,66.0,43.6,100.46,MN
Tarbosaurus bataar,72.2,66.0,43.57,100.48,MN
Tarbosaurus,72.2,66.0,43.44,100.37,MN
Protoceratops andrewsi,83.6,72.2,44.16,103.69,MN
Tarbosaurus bataar,72.2,66.0,43.48,100.36,MN
Protoceratops andrewsi,83.6,72.2,44.16,103.69,MN
Pinacosaurus grangeri,83.6,72.2,44.16,103.69,MN
Protoceratops andrewsi,83.6,72.2,44.16,103.69,MN
Pinacosaurus,83.6,72.2,44.16,103.69,MN
Tarbosaurus bataar,72.2,66.0,43.6,100.46,MN
Saurolophus angustirostris,72.2,66.0,43.6,100.46,MN
Gallimimus bullatus,72.2,66.0,43.6,100.46,MN
Protoceratops,83.6,72.2,43.5,101.07,MN
Paronychodon,83.6,72.2,42.66,-2.63,ES
Lirainosaurus astibiae,83.6,72.2,42.66,-2.63,ES
Rhabdodon,83.6,72.2,42.66,-2.63,ES
Struthiosaurus,83.6,72.2,42.66,-2.63,ES
Lirainosaurus astibiae,83.6,72.2,42.66,-2.63,ES
Rhabdodon,83.6,72.2,42.66,-2.63,ES
Struthiosaurus,83.6,72.2,42.66,-2.63,ES
Bagaceratops,83.6,72.2,43.66,100.9,MN
Velociraptor mongoliensis,83.6,72.2,43.66,100.9,MN
Velociraptor,83.6,72.2,43.66,100.9,MN
Shuvuuia deserti,83.6,72.2,43.66,100.9,MN
Gobipteryx minuta,83.6,72.2,43.66,100.9,MN
Byronosaurus jaffei,83.6,72.2,43.66,100.9,MN
Citipati osmolskae,83.6,72.2,43.66,100.9,MN
Khaan mckennai,83.6,72.2,43.66,100.9,MN
Khaan mckennai,83.6,72.2,43.66,100.9,MN
Ferganocephale adenticulatum,165.3,161.5,41.33,72.25,KG
Gettyia gloriae,83.6,72.2,48.63,-113.75,US
Richardoestesia,83.6,72.2,48.63,-113.75,US
Saurornitholestes,83.6,72.2,48.63,-113.75,US
Protoceratops hellenikorhinus,83.6,72.2,41.74,106.75,CN
Eopinacosaurus mephistocephalus,83.6,72.2,41.79,106.73,CN
Charonosaurus jiayinensis,72.2,66.0,48.86,130.24,CN
Tarbosaurus bataar,72.2,66.0,48.86,130.24,CN
Sarcosaurus woodi,201.4,199.5,52.22,-1.75,UK
